"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"20/10/2018 15:00:00 - 20/10/2018 16:00:00","BZN|FR","Without Sequence","53.05","",""
"20/10/2018 16:00:00 - 20/10/2018 17:00:00","BZN|FR","Without Sequence","55.11","",""
"20/10/2018 17:00:00 - 20/10/2018 18:00:00","BZN|FR","Without Sequence","61.24","",""
"20/10/2018 18:00:00 - 20/10/2018 19:00:00","BZN|FR","Without Sequence","75.80","",""
"20/10/2018 19:00:00 - 20/10/2018 20:00:00","BZN|FR","Without Sequence","79.95","",""
"20/10/2018 20:00:00 - 20/10/2018 21:00:00","BZN|FR","Without Sequence","71.69","",""
"20/10/2018 21:00:00 - 20/10/2018 22:00:00","BZN|FR","Without Sequence","62.29","",""
"20/10/2018 22:00:00 - 20/10/2018 23:00:00","BZN|FR","Without Sequence","60.01","",""
"20/10/2018 23:00:00 - 21/10/2018 00:00:00","BZN|FR","Without Sequence","60.01","",""
"21/10/2018 00:00:00 - 21/10/2018 01:00:00","BZN|FR","Without Sequence","55.00","",""
"21/10/2018 01:00:00 - 21/10/2018 02:00:00","BZN|FR","Without Sequence","54.01","",""
"21/10/2018 02:00:00 - 21/10/2018 03:00:00","BZN|FR","Without Sequence","51.53","",""
"21/10/2018 03:00:00 - 21/10/2018 04:00:00","BZN|FR","Without Sequence","50.50","",""
"21/10/2018 04:00:00 - 21/10/2018 05:00:00","BZN|FR","Without Sequence","50.33","",""
"21/10/2018 05:00:00 - 21/10/2018 06:00:00","BZN|FR","Without Sequence","50.50","",""
"21/10/2018 06:00:00 - 21/10/2018 07:00:00","BZN|FR","Without Sequence","52.02","",""
"21/10/2018 07:00:00 - 21/10/2018 08:00:00","BZN|FR","Without Sequence","56.03","",""
"21/10/2018 08:00:00 - 21/10/2018 09:00:00","BZN|FR","Without Sequence","59.00","",""
"21/10/2018 09:00:00 - 21/10/2018 10:00:00","BZN|FR","Without Sequence","61.03","",""
"21/10/2018 10:00:00 - 21/10/2018 11:00:00","BZN|FR","Without Sequence","60.94","",""
"21/10/2018 11:00:00 - 21/10/2018 12:00:00","BZN|FR","Without Sequence","60.79","",""
"21/10/2018 12:00:00 - 21/10/2018 13:00:00","BZN|FR","Without Sequence","57.75","",""
"21/10/2018 13:00:00 - 21/10/2018 14:00:00","BZN|FR","Without Sequence","51.54","",""
"21/10/2018 14:00:00 - 21/10/2018 15:00:00","BZN|FR","Without Sequence","48.00","",""
"21/10/2018 15:00:00 - 21/10/2018 16:00:00","BZN|FR","Without Sequence","44.97","",""
"21/10/2018 16:00:00 - 21/10/2018 17:00:00","BZN|FR","Without Sequence","52.06","",""
"21/10/2018 17:00:00 - 21/10/2018 18:00:00","BZN|FR","Without Sequence","58.58","",""
"21/10/2018 18:00:00 - 21/10/2018 19:00:00","BZN|FR","Without Sequence","68.95","",""
"21/10/2018 19:00:00 - 21/10/2018 20:00:00","BZN|FR","Without Sequence","74.94","",""
"21/10/2018 20:00:00 - 21/10/2018 21:00:00","BZN|FR","Without Sequence","72.50","",""
"21/10/2018 21:00:00 - 21/10/2018 22:00:00","BZN|FR","Without Sequence","57.94","",""
"21/10/2018 22:00:00 - 21/10/2018 23:00:00","BZN|FR","Without Sequence","59.90","",""
"21/10/2018 23:00:00 - 22/10/2018 00:00:00","BZN|FR","Without Sequence","59.90","",""
"22/10/2018 00:00:00 - 22/10/2018 01:00:00","BZN|FR","Without Sequence","60.59","",""
"22/10/2018 01:00:00 - 22/10/2018 02:00:00","BZN|FR","Without Sequence","49.77","",""
"22/10/2018 02:00:00 - 22/10/2018 03:00:00","BZN|FR","Without Sequence","46.64","",""
"22/10/2018 03:00:00 - 22/10/2018 04:00:00","BZN|FR","Without Sequence","39.75","",""
"22/10/2018 04:00:00 - 22/10/2018 05:00:00","BZN|FR","Without Sequence","41.81","",""
"22/10/2018 05:00:00 - 22/10/2018 06:00:00","BZN|FR","Without Sequence","47.71","",""
"22/10/2018 06:00:00 - 22/10/2018 07:00:00","BZN|FR","Without Sequence","60.00","",""
"22/10/2018 07:00:00 - 22/10/2018 08:00:00","BZN|FR","Without Sequence","75.49","",""
"22/10/2018 08:00:00 - 22/10/2018 09:00:00","BZN|FR","Without Sequence","76.71","",""
"22/10/2018 09:00:00 - 22/10/2018 10:00:00","BZN|FR","Without Sequence","72.82","",""
"22/10/2018 10:00:00 - 22/10/2018 11:00:00","BZN|FR","Without Sequence","71.15","",""
"22/10/2018 11:00:00 - 22/10/2018 12:00:00","BZN|FR","Without Sequence","70.17","",""
"22/10/2018 12:00:00 - 22/10/2018 13:00:00","BZN|FR","Without Sequence","68.37","",""
"22/10/2018 13:00:00 - 22/10/2018 14:00:00","BZN|FR","Without Sequence","62.17","",""
"22/10/2018 14:00:00 - 22/10/2018 15:00:00","BZN|FR","Without Sequence","58.79","",""
"22/10/2018 15:00:00 - 22/10/2018 16:00:00","BZN|FR","Without Sequence","58.00","",""
"22/10/2018 16:00:00 - 22/10/2018 17:00:00","BZN|FR","Without Sequence","57.88","",""
"22/10/2018 17:00:00 - 22/10/2018 18:00:00","BZN|FR","Without Sequence","66.54","",""
"22/10/2018 18:00:00 - 22/10/2018 19:00:00","BZN|FR","Without Sequence","78.91","",""
"22/10/2018 19:00:00 - 22/10/2018 20:00:00","BZN|FR","Without Sequence","83.91","",""
"22/10/2018 20:00:00 - 22/10/2018 21:00:00","BZN|FR","Without Sequence","73.32","",""
"22/10/2018 21:00:00 - 22/10/2018 22:00:00","BZN|FR","Without Sequence","67.55","",""
"22/10/2018 22:00:00 - 22/10/2018 23:00:00","BZN|FR","Without Sequence","59.72","",""
"22/10/2018 23:00:00 - 23/10/2018 00:00:00","BZN|FR","Without Sequence","59.72","",""
"23/10/2018 00:00:00 - 23/10/2018 01:00:00","BZN|FR","Without Sequence","54.23","",""
"23/10/2018 01:00:00 - 23/10/2018 02:00:00","BZN|FR","Without Sequence","52.90","",""
"23/10/2018 02:00:00 - 23/10/2018 03:00:00","BZN|FR","Without Sequence","50.14","",""
"23/10/2018 03:00:00 - 23/10/2018 04:00:00","BZN|FR","Without Sequence","45.23","",""
"23/10/2018 04:00:00 - 23/10/2018 05:00:00","BZN|FR","Without Sequence","39.58","",""
"23/10/2018 05:00:00 - 23/10/2018 06:00:00","BZN|FR","Without Sequence","49.18","",""
"23/10/2018 06:00:00 - 23/10/2018 07:00:00","BZN|FR","Without Sequence","54.40","",""
"23/10/2018 07:00:00 - 23/10/2018 08:00:00","BZN|FR","Without Sequence","73.53","",""
"23/10/2018 08:00:00 - 23/10/2018 09:00:00","BZN|FR","Without Sequence","80.42","",""
"23/10/2018 09:00:00 - 23/10/2018 10:00:00","BZN|FR","Without Sequence","79.70","",""
"23/10/2018 10:00:00 - 23/10/2018 11:00:00","BZN|FR","Without Sequence","72.63","",""
"23/10/2018 11:00:00 - 23/10/2018 12:00:00","BZN|FR","Without Sequence","70.01","",""
"23/10/2018 12:00:00 - 23/10/2018 13:00:00","BZN|FR","Without Sequence","68.89","",""
"23/10/2018 13:00:00 - 23/10/2018 14:00:00","BZN|FR","Without Sequence","64.96","",""
"23/10/2018 14:00:00 - 23/10/2018 15:00:00","BZN|FR","Without Sequence","60.85","",""
"23/10/2018 15:00:00 - 23/10/2018 16:00:00","BZN|FR","Without Sequence","57.56","",""
"23/10/2018 16:00:00 - 23/10/2018 17:00:00","BZN|FR","Without Sequence","59.25","",""
"23/10/2018 17:00:00 - 23/10/2018 18:00:00","BZN|FR","Without Sequence","64.21","",""
"23/10/2018 18:00:00 - 23/10/2018 19:00:00","BZN|FR","Without Sequence","70.99","",""
"23/10/2018 19:00:00 - 23/10/2018 20:00:00","BZN|FR","Without Sequence","84.58","",""
"23/10/2018 20:00:00 - 23/10/2018 21:00:00","BZN|FR","Without Sequence","75.45","",""
"23/10/2018 21:00:00 - 23/10/2018 22:00:00","BZN|FR","Without Sequence","67.85","",""
"23/10/2018 22:00:00 - 23/10/2018 23:00:00","BZN|FR","Without Sequence","67.64","",""
"23/10/2018 23:00:00 - 24/10/2018 00:00:00","BZN|FR","Without Sequence","67.64","",""
"24/10/2018 00:00:00 - 24/10/2018 01:00:00","BZN|FR","Without Sequence","55.91","",""
"24/10/2018 01:00:00 - 24/10/2018 02:00:00","BZN|FR","Without Sequence","51.29","",""
"24/10/2018 02:00:00 - 24/10/2018 03:00:00","BZN|FR","Without Sequence","49.25","",""
"24/10/2018 03:00:00 - 24/10/2018 04:00:00","BZN|FR","Without Sequence","43.73","",""
"24/10/2018 04:00:00 - 24/10/2018 05:00:00","BZN|FR","Without Sequence","44.24","",""
"24/10/2018 05:00:00 - 24/10/2018 06:00:00","BZN|FR","Without Sequence","50.59","",""
"24/10/2018 06:00:00 - 24/10/2018 07:00:00","BZN|FR","Without Sequence","58.00","",""
"24/10/2018 07:00:00 - 24/10/2018 08:00:00","BZN|FR","Without Sequence","77.92","",""
"24/10/2018 08:00:00 - 24/10/2018 09:00:00","BZN|FR","Without Sequence","77.37","",""
"24/10/2018 09:00:00 - 24/10/2018 10:00:00","BZN|FR","Without Sequence","78.40","",""
"24/10/2018 10:00:00 - 24/10/2018 11:00:00","BZN|FR","Without Sequence","77.95","",""
"24/10/2018 11:00:00 - 24/10/2018 12:00:00","BZN|FR","Without Sequence","77.05","",""
"24/10/2018 12:00:00 - 24/10/2018 13:00:00","BZN|FR","Without Sequence","74.70","",""
"24/10/2018 13:00:00 - 24/10/2018 14:00:00","BZN|FR","Without Sequence","70.00","",""
"24/10/2018 14:00:00 - 24/10/2018 15:00:00","BZN|FR","Without Sequence","67.00","",""
"24/10/2018 15:00:00 - 24/10/2018 16:00:00","BZN|FR","Without Sequence","64.20","",""
"24/10/2018 16:00:00 - 24/10/2018 17:00:00","BZN|FR","Without Sequence","64.93","",""
"24/10/2018 17:00:00 - 24/10/2018 18:00:00","BZN|FR","Without Sequence","67.85","",""
"24/10/2018 18:00:00 - 24/10/2018 19:00:00","BZN|FR","Without Sequence","83.13","",""
"24/10/2018 19:00:00 - 24/10/2018 20:00:00","BZN|FR","Without Sequence","89.78","",""
"24/10/2018 20:00:00 - 24/10/2018 21:00:00","BZN|FR","Without Sequence","81.80","",""
"24/10/2018 21:00:00 - 24/10/2018 22:00:00","BZN|FR","Without Sequence","73.36","",""
"24/10/2018 22:00:00 - 24/10/2018 23:00:00","BZN|FR","Without Sequence","68.62","",""
"24/10/2018 23:00:00 - 25/10/2018 00:00:00","BZN|FR","Without Sequence","68.62","",""
"25/10/2018 00:00:00 - 25/10/2018 01:00:00","BZN|FR","Without Sequence","65.03","",""
"25/10/2018 01:00:00 - 25/10/2018 02:00:00","BZN|FR","Without Sequence","56.97","",""
"25/10/2018 02:00:00 - 25/10/2018 03:00:00","BZN|FR","Without Sequence","50.31","",""
"25/10/2018 03:00:00 - 25/10/2018 04:00:00","BZN|FR","Without Sequence","47.06","",""
"25/10/2018 04:00:00 - 25/10/2018 05:00:00","BZN|FR","Without Sequence","47.13","",""
"25/10/2018 05:00:00 - 25/10/2018 06:00:00","BZN|FR","Without Sequence","56.59","",""
"25/10/2018 06:00:00 - 25/10/2018 07:00:00","BZN|FR","Without Sequence","68.94","",""
"25/10/2018 07:00:00 - 25/10/2018 08:00:00","BZN|FR","Without Sequence","81.14","",""
"25/10/2018 08:00:00 - 25/10/2018 09:00:00","BZN|FR","Without Sequence","85.95","",""
"25/10/2018 09:00:00 - 25/10/2018 10:00:00","BZN|FR","Without Sequence","84.00","",""
"25/10/2018 10:00:00 - 25/10/2018 11:00:00","BZN|FR","Without Sequence","81.33","",""
"25/10/2018 11:00:00 - 25/10/2018 12:00:00","BZN|FR","Without Sequence","79.51","",""
"25/10/2018 12:00:00 - 25/10/2018 13:00:00","BZN|FR","Without Sequence","75.21","",""
"25/10/2018 13:00:00 - 25/10/2018 14:00:00","BZN|FR","Without Sequence","74.05","",""
"25/10/2018 14:00:00 - 25/10/2018 15:00:00","BZN|FR","Without Sequence","72.82","",""
"25/10/2018 15:00:00 - 25/10/2018 16:00:00","BZN|FR","Without Sequence","70.15","",""
"25/10/2018 16:00:00 - 25/10/2018 17:00:00","BZN|FR","Without Sequence","70.00","",""
"25/10/2018 17:00:00 - 25/10/2018 18:00:00","BZN|FR","Without Sequence","74.15","",""
"25/10/2018 18:00:00 - 25/10/2018 19:00:00","BZN|FR","Without Sequence","84.99","",""
"25/10/2018 19:00:00 - 25/10/2018 20:00:00","BZN|FR","Without Sequence","96.27","",""
"25/10/2018 20:00:00 - 25/10/2018 21:00:00","BZN|FR","Without Sequence","81.33","",""
"25/10/2018 21:00:00 - 25/10/2018 22:00:00","BZN|FR","Without Sequence","75.75","",""
"25/10/2018 22:00:00 - 25/10/2018 23:00:00","BZN|FR","Without Sequence","72.39","",""
"25/10/2018 23:00:00 - 26/10/2018 00:00:00","BZN|FR","Without Sequence","72.39","",""
"26/10/2018 00:00:00 - 26/10/2018 01:00:00","BZN|FR","Without Sequence","67.65","",""
"26/10/2018 01:00:00 - 26/10/2018 02:00:00","BZN|FR","Without Sequence","60.29","",""
"26/10/2018 02:00:00 - 26/10/2018 03:00:00","BZN|FR","Without Sequence","58.31","",""
"26/10/2018 03:00:00 - 26/10/2018 04:00:00","BZN|FR","Without Sequence","54.49","",""
"26/10/2018 04:00:00 - 26/10/2018 05:00:00","BZN|FR","Without Sequence","50.39","",""
"26/10/2018 05:00:00 - 26/10/2018 06:00:00","BZN|FR","Without Sequence","59.95","",""
"26/10/2018 06:00:00 - 26/10/2018 07:00:00","BZN|FR","Without Sequence","70.22","",""
"26/10/2018 07:00:00 - 26/10/2018 08:00:00","BZN|FR","Without Sequence","79.31","",""
"26/10/2018 08:00:00 - 26/10/2018 09:00:00","BZN|FR","Without Sequence","85.06","",""
"26/10/2018 09:00:00 - 26/10/2018 10:00:00","BZN|FR","Without Sequence","88.17","",""
"26/10/2018 10:00:00 - 26/10/2018 11:00:00","BZN|FR","Without Sequence","86.10","",""
"26/10/2018 11:00:00 - 26/10/2018 12:00:00","BZN|FR","Without Sequence","82.78","",""
"26/10/2018 12:00:00 - 26/10/2018 13:00:00","BZN|FR","Without Sequence","76.82","",""
"26/10/2018 13:00:00 - 26/10/2018 14:00:00","BZN|FR","Without Sequence","74.23","",""
"26/10/2018 14:00:00 - 26/10/2018 15:00:00","BZN|FR","Without Sequence","64.20","",""
"26/10/2018 15:00:00 - 26/10/2018 16:00:00","BZN|FR","Without Sequence","61.49","",""
"26/10/2018 16:00:00 - 26/10/2018 17:00:00","BZN|FR","Without Sequence","62.31","",""
"26/10/2018 17:00:00 - 26/10/2018 18:00:00","BZN|FR","Without Sequence","69.64","",""
"26/10/2018 18:00:00 - 26/10/2018 19:00:00","BZN|FR","Without Sequence","78.15","",""
"26/10/2018 19:00:00 - 26/10/2018 20:00:00","BZN|FR","Without Sequence","87.35","",""
"26/10/2018 20:00:00 - 26/10/2018 21:00:00","BZN|FR","Without Sequence","76.96","",""
"26/10/2018 21:00:00 - 26/10/2018 22:00:00","BZN|FR","Without Sequence","68.20","",""
"26/10/2018 22:00:00 - 26/10/2018 23:00:00","BZN|FR","Without Sequence","66.02","",""
"26/10/2018 23:00:00 - 27/10/2018 00:00:00","BZN|FR","Without Sequence","66.02","",""
"27/10/2018 00:00:00 - 27/10/2018 01:00:00","BZN|FR","Without Sequence","68.49","",""
"27/10/2018 01:00:00 - 27/10/2018 02:00:00","BZN|FR","Without Sequence","64.51","",""
"27/10/2018 02:00:00 - 27/10/2018 03:00:00","BZN|FR","Without Sequence","61.65","",""
"27/10/2018 03:00:00 - 27/10/2018 04:00:00","BZN|FR","Without Sequence","54.60","",""
"27/10/2018 04:00:00 - 27/10/2018 05:00:00","BZN|FR","Without Sequence","53.07","",""
"27/10/2018 05:00:00 - 27/10/2018 06:00:00","BZN|FR","Without Sequence","53.14","",""
"27/10/2018 06:00:00 - 27/10/2018 07:00:00","BZN|FR","Without Sequence","53.99","",""
"27/10/2018 07:00:00 - 27/10/2018 08:00:00","BZN|FR","Without Sequence","63.69","",""
"27/10/2018 08:00:00 - 27/10/2018 09:00:00","BZN|FR","Without Sequence","61.12","",""
"27/10/2018 09:00:00 - 27/10/2018 10:00:00","BZN|FR","Without Sequence","73.56","",""
"27/10/2018 10:00:00 - 27/10/2018 11:00:00","BZN|FR","Without Sequence","74.10","",""
"27/10/2018 11:00:00 - 27/10/2018 12:00:00","BZN|FR","Without Sequence","73.60","",""
"27/10/2018 12:00:00 - 27/10/2018 13:00:00","BZN|FR","Without Sequence","72.25","",""
"27/10/2018 13:00:00 - 27/10/2018 14:00:00","BZN|FR","Without Sequence","65.61","",""
"27/10/2018 14:00:00 - 27/10/2018 15:00:00","BZN|FR","Without Sequence","62.60","",""
"27/10/2018 15:00:00 - 27/10/2018 16:00:00","BZN|FR","Without Sequence","61.52","",""
"27/10/2018 16:00:00 - 27/10/2018 17:00:00","BZN|FR","Without Sequence","62.78","",""
"27/10/2018 17:00:00 - 27/10/2018 18:00:00","BZN|FR","Without Sequence","70.00","",""
"27/10/2018 18:00:00 - 27/10/2018 19:00:00","BZN|FR","Without Sequence","79.72","",""
"27/10/2018 19:00:00 - 27/10/2018 20:00:00","BZN|FR","Without Sequence","84.24","",""
"27/10/2018 20:00:00 - 27/10/2018 21:00:00","BZN|FR","Without Sequence","77.00","",""
"27/10/2018 21:00:00 - 27/10/2018 22:00:00","BZN|FR","Without Sequence","68.95","",""
"27/10/2018 22:00:00 - 27/10/2018 23:00:00","BZN|FR","Without Sequence","65.79","",""
"27/10/2018 23:00:00 - 28/10/2018 00:00:00","BZN|FR","Without Sequence","65.79","",""
"28/10/2018 00:00:00 - 28/10/2018 01:00:00","BZN|FR","Without Sequence","64.47","",""
"28/10/2018 01:00:00 - 28/10/2018 02:00:00 (CEST)","BZN|FR","Without Sequence","54.83","",""
"28/10/2018 02:00:00 (CEST) - 28/10/2018 02:00:00 (CET)","BZN|FR","Without Sequence","52.40","",""
"28/10/2018 02:00:00 (CET) - 28/10/2018 03:00:00","BZN|FR","Without Sequence","50.12","",""
"28/10/2018 03:00:00 - 28/10/2018 04:00:00","BZN|FR","Without Sequence","45.92","",""
"28/10/2018 04:00:00 - 28/10/2018 05:00:00","BZN|FR","Without Sequence","44.00","",""
"28/10/2018 05:00:00 - 28/10/2018 06:00:00","BZN|FR","Without Sequence","44.79","",""
"28/10/2018 06:00:00 - 28/10/2018 07:00:00","BZN|FR","Without Sequence","47.27","",""
"28/10/2018 07:00:00 - 28/10/2018 08:00:00","BZN|FR","Without Sequence","48.86","",""
"28/10/2018 08:00:00 - 28/10/2018 09:00:00","BZN|FR","Without Sequence","50.10","",""
"28/10/2018 09:00:00 - 28/10/2018 10:00:00","BZN|FR","Without Sequence","51.10","",""
"28/10/2018 10:00:00 - 28/10/2018 11:00:00","BZN|FR","Without Sequence","50.10","",""
"28/10/2018 11:00:00 - 28/10/2018 12:00:00","BZN|FR","Without Sequence","50.62","",""
"28/10/2018 12:00:00 - 28/10/2018 13:00:00","BZN|FR","Without Sequence","52.60","",""
"28/10/2018 13:00:00 - 28/10/2018 14:00:00","BZN|FR","Without Sequence","51.90","",""
"28/10/2018 14:00:00 - 28/10/2018 15:00:00","BZN|FR","Without Sequence","47.15","",""
"28/10/2018 15:00:00 - 28/10/2018 16:00:00","BZN|FR","Without Sequence","46.99","",""
"28/10/2018 16:00:00 - 28/10/2018 17:00:00","BZN|FR","Without Sequence","47.36","",""
"28/10/2018 17:00:00 - 28/10/2018 18:00:00","BZN|FR","Without Sequence","55.61","",""
"28/10/2018 18:00:00 - 28/10/2018 19:00:00","BZN|FR","Without Sequence","65.02","",""
"28/10/2018 19:00:00 - 28/10/2018 20:00:00","BZN|FR","Without Sequence","69.14","",""
"28/10/2018 20:00:00 - 28/10/2018 21:00:00","BZN|FR","Without Sequence","66.03","",""
"28/10/2018 21:00:00 - 28/10/2018 22:00:00","BZN|FR","Without Sequence","64.02","",""
"28/10/2018 22:00:00 - 28/10/2018 23:00:00","BZN|FR","Without Sequence","64.00","",""
"28/10/2018 23:00:00 - 29/10/2018 00:00:00","BZN|FR","Without Sequence","64.00","",""
"29/10/2018 00:00:00 - 29/10/2018 01:00:00","BZN|FR","Without Sequence","51.75","",""
"29/10/2018 01:00:00 - 29/10/2018 02:00:00","BZN|FR","Without Sequence","48.00","",""
"29/10/2018 02:00:00 - 29/10/2018 03:00:00","BZN|FR","Without Sequence","42.92","",""
"29/10/2018 03:00:00 - 29/10/2018 04:00:00","BZN|FR","Without Sequence","36.33","",""
"29/10/2018 04:00:00 - 29/10/2018 05:00:00","BZN|FR","Without Sequence","36.66","",""
"29/10/2018 05:00:00 - 29/10/2018 06:00:00","BZN|FR","Without Sequence","47.62","",""
"29/10/2018 06:00:00 - 29/10/2018 07:00:00","BZN|FR","Without Sequence","60.22","",""
"29/10/2018 07:00:00 - 29/10/2018 08:00:00","BZN|FR","Without Sequence","78.50","",""
"29/10/2018 08:00:00 - 29/10/2018 09:00:00","BZN|FR","Without Sequence","84.74","",""
"29/10/2018 09:00:00 - 29/10/2018 10:00:00","BZN|FR","Without Sequence","87.12","",""
"29/10/2018 10:00:00 - 29/10/2018 11:00:00","BZN|FR","Without Sequence","84.86","",""
"29/10/2018 11:00:00 - 29/10/2018 12:00:00","BZN|FR","Without Sequence","85.28","",""
"29/10/2018 12:00:00 - 29/10/2018 13:00:00","BZN|FR","Without Sequence","83.35","",""
"29/10/2018 13:00:00 - 29/10/2018 14:00:00","BZN|FR","Without Sequence","82.82","",""
"29/10/2018 14:00:00 - 29/10/2018 15:00:00","BZN|FR","Without Sequence","82.90","",""
"29/10/2018 15:00:00 - 29/10/2018 16:00:00","BZN|FR","Without Sequence","83.06","",""
"29/10/2018 16:00:00 - 29/10/2018 17:00:00","BZN|FR","Without Sequence","82.74","",""
"29/10/2018 17:00:00 - 29/10/2018 18:00:00","BZN|FR","Without Sequence","98.68","",""
"29/10/2018 18:00:00 - 29/10/2018 19:00:00","BZN|FR","Without Sequence","120.55","",""
"29/10/2018 19:00:00 - 29/10/2018 20:00:00","BZN|FR","Without Sequence","114.05","",""
"29/10/2018 20:00:00 - 29/10/2018 21:00:00","BZN|FR","Without Sequence","83.87","",""
"29/10/2018 21:00:00 - 29/10/2018 22:00:00","BZN|FR","Without Sequence","73.00","",""
"29/10/2018 22:00:00 - 29/10/2018 23:00:00","BZN|FR","Without Sequence","69.39","",""
"29/10/2018 23:00:00 - 30/10/2018 00:00:00","BZN|FR","Without Sequence","69.39","",""
"30/10/2018 00:00:00 - 30/10/2018 01:00:00","BZN|FR","Without Sequence","60.56","",""
"30/10/2018 01:00:00 - 30/10/2018 02:00:00","BZN|FR","Without Sequence","58.37","",""
"30/10/2018 02:00:00 - 30/10/2018 03:00:00","BZN|FR","Without Sequence","52.90","",""
"30/10/2018 03:00:00 - 30/10/2018 04:00:00","BZN|FR","Without Sequence","52.52","",""
"30/10/2018 04:00:00 - 30/10/2018 05:00:00","BZN|FR","Without Sequence","53.00","",""
"30/10/2018 05:00:00 - 30/10/2018 06:00:00","BZN|FR","Without Sequence","57.22","",""
"30/10/2018 06:00:00 - 30/10/2018 07:00:00","BZN|FR","Without Sequence","73.78","",""
"30/10/2018 07:00:00 - 30/10/2018 08:00:00","BZN|FR","Without Sequence","83.30","",""
"30/10/2018 08:00:00 - 30/10/2018 09:00:00","BZN|FR","Without Sequence","90.12","",""
"30/10/2018 09:00:00 - 30/10/2018 10:00:00","BZN|FR","Without Sequence","91.10","",""
"30/10/2018 10:00:00 - 30/10/2018 11:00:00","BZN|FR","Without Sequence","86.33","",""
"30/10/2018 11:00:00 - 30/10/2018 12:00:00","BZN|FR","Without Sequence","80.00","",""
"30/10/2018 12:00:00 - 30/10/2018 13:00:00","BZN|FR","Without Sequence","71.27","",""
"30/10/2018 13:00:00 - 30/10/2018 14:00:00","BZN|FR","Without Sequence","70.20","",""
"30/10/2018 14:00:00 - 30/10/2018 15:00:00","BZN|FR","Without Sequence","69.43","",""
"30/10/2018 15:00:00 - 30/10/2018 16:00:00","BZN|FR","Without Sequence","67.81","",""
"30/10/2018 16:00:00 - 30/10/2018 17:00:00","BZN|FR","Without Sequence","67.89","",""
"30/10/2018 17:00:00 - 30/10/2018 18:00:00","BZN|FR","Without Sequence","77.87","",""
"30/10/2018 18:00:00 - 30/10/2018 19:00:00","BZN|FR","Without Sequence","103.52","",""
